"year","funder","intervention","totcostK","treat","growthrate","numfund"
1987,"The World Bank","manage",351.625,1,0,1
1987,"The World Bank","manage",351.625,1,4.8758239413115,1
1988,"The World Bank","manage",351.625,1,-5.26172707700074,1
1988,"The World Bank","manage",351.625,1,3.93457679627535,1
1988,"The World Bank","manage",351.625,1,0.710870760743667,1
1989,"The World Bank","manage",351.625,1,-4.48071681349501,1
1989,"The World Bank","manage",351.625,1,3.91650049466695,1
1989,"The World Bank","manage",351.625,1,-0.117334351138165,1
1990,"The World Bank","manage",480.505,1,-4.39615285387746,1
1990,"The World Bank","aprotect",474.548148148148,1,0,1
1990,"The World Bank","aprotect",474.548148148148,1,-0.607096843006582,1
1990,"The World Bank","aprotect",474.548148148148,1,12.2423929575438,1
1990,"The World Bank","manage",480.505,1,0,1
1990,"The World Bank","manage",480.505,1,3.67922807545736,1
1990,"The World Bank","manage",480.505,1,-0.540643984066882,1
1991,"The World Bank","aprotect",677.925925925926,1,-3.21095958344209,1
1991,"The World Bank","aprotect",677.925925925926,1,4.82352657672954,1
1991,"The World Bank","manage",480.505,1,-2.4073591866453,1
1991,"The World Bank","aprotect",677.925925925926,1,-0.207651866306393,1
1991,"The World Bank","aprotect",677.925925925926,1,3.74327914183921,1
1991,"The World Bank","aprotect",677.925925925926,1,-4.51316458038704,1
1991,"The World Bank","aprotect",677.925925925926,1,-3.28617266058427,1
1991,"The World Bank","aprotect",677.925925925926,1,-3.78557859322958,1
1991,"The World Bank","aprotect",677.925925925926,1,-3.96321848596956,1
1991,"The World Bank","aprotect",677.925925925926,1,-4.37125091446997,1
1991,"The World Bank","aprotect",677.925925925926,1,0,1
1991,"The World Bank","aprotect",677.925925925926,1,-1.76739132900289,1
1991,"The World Bank","aprotect",677.925925925926,1,3.25676580225316,1
1991,"The World Bank","aprotect",677.925925925926,1,-1.91162688417708,1
1991,"The World Bank","aprotect",677.925925925926,1,-0.953071675998086,1
1991,"The World Bank","aprotect",677.925925925926,1,0.00154550817411304,1
1991,"The World Bank","aprotect",677.925925925926,1,0.702780783557169,1
1991,"The World Bank","manage",480.505,1,-3.28617266058427,1
1991,"The World Bank","manage",480.505,1,-0.0456701261953592,1
1991,"The World Bank","manage",480.505,1,1.78714756542409,1
1991,"The World Bank","manage",480.505,1,-0.141247669356053,1
1992,"The World Bank","manage",2039.72967532467,1,-0.427203616029359,1
1992,"The World Bank","manage",2039.72967532467,1,0,1
1992,"The World Bank","aprotect",779.614814814815,1,1.56707507981651,1
1992,"The World Bank","aprotect",779.614814814815,1,5.34112251922511,1
1992,"The World Bank","aprotect",779.614814814815,1,-7.10220670833185,1
1992,"The World Bank","manage",2039.72967532467,1,-1.64283234207413,1
1992,"The World Bank","manage",2039.72967532467,1,0.585195706505394,1
1992,"The World Bank","manage",2039.72967532467,1,0.271122202182884,1
1992,"The World Bank","manage",2039.72967532467,1,4.72848894340524,1
1992,"The World Bank","manage",2039.72967532467,1,48.6191257102136,1
1992,"The World Bank","manage",2039.72967532467,1,9.31170309497755,1
1992,"The World Bank","manage",2039.72967532467,1,4.35167204701326,1
1992,"The World Bank","aprotect",779.614814814815,1,-0.561958794461466,1
1992,"The World Bank","aprotect",779.614814814815,1,-0.791817776095417,1
1992,"The World Bank","aprotect",779.614814814815,1,-4.5114059709697,1
1992,"The World Bank","aprotect",779.614814814815,1,-3.11791885144948,1
1992,"The World Bank","aprotect",779.614814814815,1,-1.4863365092082,1
1992,"The World Bank","aprotect",779.614814814815,1,-7.65878359104594,1
1992,"The World Bank","aprotect",779.614814814815,1,4.5984251972738,1
1992,"The World Bank","aprotect",779.614814814815,1,0,1
1992,"The World Bank","aprotect",779.614814814815,1,3.8231524300589,1
1992,"The World Bank","aprotect",779.614814814815,1,2.85514578504502,1
1992,"The World Bank","aprotect",779.614814814815,1,-0.507673648880273,1
1992,"The World Bank","aprotect",779.614814814815,1,-0.700763888599467,1
1992,"The World Bank","aprotect",779.614814814815,1,0.00315767753700491,1
1992,"The World Bank","aprotect",779.614814814815,1,-0.0481025806782001,1
1992,"The World Bank","manage",2039.72967532467,1,-3.11791885144948,1
1992,"The World Bank","manage",2039.72967532467,1,0.118794524564486,1
1992,"The World Bank","manage",2039.72967532467,1,1.2722530543892,1
1992,"The World Bank","manage",2039.72967532467,1,0.180586486347799,1
1993,"The World Bank","manage",2610.03396103896,1,-6.74094140076431,1
1993,"The World Bank","manage",2610.03396103896,1,-0.690526526423771,1
1993,"The World Bank","manage",2610.03396103896,1,-0.338726230009925,1
1993,"The World Bank","manage",2610.03396103896,1,-5.50754403017876,1
1993,"The World Bank","manage",2610.03396103896,1,-57.0451336378532,1
1993,"The World Bank","manage",2610.03396103896,1,-10.3196381606028,1
1993,"The World Bank","manage",2610.03396103896,1,-5.20635932142452,1
1993,"The World Bank","aprotect",915.2,1,2.53832840622593,1
1993,"The World Bank","aprotect",915.2,1,3.51121606154739,1
1993,"The World Bank","aprotect",915.2,1,-4.07257655596829,1
1993,"The World Bank","aprotect",915.2,1,-1.94102211956905,1
1993,"The World Bank","aprotect",915.2,1,-5.17666306902629,1
1993,"The World Bank","manage",2610.03396103896,1,-4.07257655596829,1
1993,"The World Bank","manage",2610.03396103896,1,0.632939126496565,1
1993,"The World Bank","manage",2610.03396103896,1,-0.663672760966114,1
1993,"The World Bank","manage",2610.03396103896,1,-0.831494236036983,1
1993,"The World Bank","manage",2610.03396103896,1,-1.58196690897265,1
1993,"The World Bank","manage",2610.03396103896,1,0.363562596689453,1
1993,"The World Bank","manage",2610.03396103896,1,-0.0353900701413927,1
1993,"The World Bank","manage",2610.03396103896,1,-2.85417310717155,1
1993,"The World Bank","manage",2610.03396103896,1,5.7369660013221,1
1993,"The World Bank","manage",2610.03396103896,1,0.634739053730294,1
1993,"The World Bank","manage",2610.03396103896,1,-0.402366588448638,1
1993,"The World Bank","manage",2610.03396103896,1,0.3226149570138,1
1993,"The World Bank","manage",2610.03396103896,1,4.86400257174812,1
1993,"The World Bank","manage",2610.03396103896,1,-0.328918942163992,1
1993,"The World Bank","manage",2610.03396103896,1,-0.71491052300933,1
1993,"The World Bank","manage",2610.03396103896,1,-4.88736962024986,1
1993,"The World Bank","manage",2610.03396103896,1,-0.504135604071224,1
1993,"The World Bank","manage",2610.03396103896,1,-3.35827966640053,1
1993,"The World Bank","manage",2610.03396103896,1,50.1063151924257,1
1993,"The World Bank","manage",2610.03396103896,1,-0.707408282077154,1
1993,"The World Bank","manage",2610.03396103896,1,8.24546027729881,1
1993,"The World Bank","manage",2610.03396103896,1,4.45339891833755,1
1993,"The World Bank","manage",2610.03396103896,1,-0.487787847276124,1
1993,"The World Bank","manage",2610.03396103896,1,-1.53317104500836,1
1993,"The World Bank","manage",2610.03396103896,1,-3.57272397331743,1
1993,"The World Bank","manage",2610.03396103896,1,-8.79367469433806,1
1993,"The World Bank","aprotect",915.2,1,-0.102283058173388,1
1993,"The World Bank","aprotect",915.2,1,-1.40911018807742,1
1993,"The World Bank","aprotect",915.2,1,-4.70163853401332,1
1993,"The World Bank","aprotect",915.2,1,-0.98149858307805,1
1993,"The World Bank","aprotect",915.2,1,2.11764685286774,1
1993,"The World Bank","aprotect",915.2,1,-0.992104219619209,1
1993,"The World Bank","aprotect",915.2,1,2.7506450193783,1
1993,"The World Bank","aprotect",915.2,1,0,1
1993,"The World Bank","aprotect",915.2,1,5.20863168599493,1
1993,"The World Bank","aprotect",915.2,1,1.61103524457219,1
1993,"The World Bank","aprotect",915.2,1,3.7473422748835,1
1993,"The World Bank","aprotect",915.2,1,-0.780073726161247,1
1993,"The World Bank","aprotect",915.2,1,-0.0972611169824129,1
1993,"The World Bank","aprotect",915.2,1,0.916751140935368,1
1993,"The World Bank","manage",2610.03396103896,1,-0.98149858307805,1
1993,"The World Bank","manage",2610.03396103896,1,-0.438678579755017,1
1993,"The World Bank","manage",2610.03396103896,1,-0.613068893465698,1
1993,"The World Bank","manage",2610.03396103896,1,0.678391929987752,1
1994,"The World Bank","manage",1198.78394605394,1,0,1
